Tag,Inorganic phosphor,Host,1st dopant,1st dopant valency,1st doping concentration,2nd dopant,2nd dopant valency,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Log10 Decay time ( log10[ns]),Decay time (ns),Monitoring energy (nm),Reference,Publisher,MP-ID,ICSD-ID,LOF-Score,Journal,ISSN,Year
2649,Ga1.77In0.2O3Cr0.03,Ga1.77In0.2O3,Cr,3,0.03,,,,298,780,,,89.3,,473,450,437,,,4.929418926,85000,713,https://doi.org/10.1021/acsami.1c05949,ACS,"mp-886,mp-1243,mp-1244900,mp-1245167,mp-1244938,mp-1245018,mp-1244932,mp-685090,mp-13134", icsd-603563 icsd-184327 icsd-166198 icsd-34243 icsd-83645 icsd-33644 icsd-635016 icsd-166199 icsd-27431 icsd-162252,1.062539513,ACS Applied Materials &amp; Interfaces,1944-8244,2021
2650,Ga1.67In0.3O3Cr0.03,Ga1.67In0.3O3,Cr,3,0.03,,,,298,790,,,92.2,,,450,437,,,4.826074803,67000,713,https://doi.org/10.1021/acsami.1c05949,ACS,"mp-886,mp-1243,mp-1244900,mp-1245167,mp-1244938,mp-1245018,mp-1244932,mp-685090,mp-13134", icsd-603563 icsd-184327 icsd-166198 icsd-34243 icsd-83645 icsd-33644 icsd-635016 icsd-166199 icsd-27431 icsd-162252,0.988680589,ACS Applied Materials &amp; Interfaces,1944-8244,2021
2651,Ga1.57In0.4O3Cr0.03,Ga1.57In0.4O3,Cr,3,0.03,,,,298,805,,,87.9,,453,450,437,,,4.807535028,64200,713,https://doi.org/10.1021/acsami.1c05949,ACS,"mp-886,mp-1243,mp-1244900,mp-1245167,mp-1244938,mp-1245018,mp-1244932,mp-685090,mp-13134", icsd-603563 icsd-184327 icsd-166198 icsd-34243 icsd-83645 icsd-33644 icsd-635016 icsd-166199 icsd-27431 icsd-162252,0.987398796,ACS Applied Materials &amp; Interfaces,1944-8244,2021
2652,Ga1.47In0.5O3Cr0.03,Ga1.47In0.5O3,Cr,3,0.03,,,,298,820,,,71.9,,,450,437,,,4.761927838,57800,713,https://doi.org/10.1021/acsami.1c05949,ACS,"mp-886,mp-1243,mp-1244900,mp-1245167,mp-1244938,mp-1245018,mp-1244932,mp-685090,mp-13134", icsd-603563 icsd-184327 icsd-166198 icsd-34243 icsd-83645 icsd-33644 icsd-635016 icsd-166199 icsd-27431 icsd-162252,1.002141155,ACS Applied Materials &amp; Interfaces,1944-8244,2021
2653,LiScGeO4Cr0.005,LiScGeO4,Cr,3,0.005,,,,298,1120,,,,,,476,476,742,316,4.045322979,11100,1120,https://doi.org/10.1021/acsami.1c10490,ACS,mp-504948, icsd-62481,1.051437186,ACS Applied Materials &amp; Interfaces,1944-8244,2021
2654,LiScGeO4Cr0.01,LiScGeO4,Cr,3,0.01,,,,298,1120,,,26,,348,476,476,742,316,4.013258665,10310,1120,https://doi.org/10.1021/acsami.1c10490,ACS,mp-504948, icsd-62481,1.025599797,ACS Applied Materials &amp; Interfaces,1944-8244,2021
2655,LiScGeO4Cr0.01,LiScGeO4,Cr,3,0.01,,,,333,1120,,,,,,476,476,742,316,3.877371346,7540,1120,https://doi.org/10.1021/acsami.1c10490,ACS,mp-504948, icsd-62481,1.019997029,ACS Applied Materials &amp; Interfaces,1944-8244,2021
2656,LiScGeO4Cr0.01,LiScGeO4,Cr,3,0.01,,,,363,1120,,,,,,476,476,742,316,3.705007959,5070,1120,https://doi.org/10.1021/acsami.1c10490,ACS,mp-504948, icsd-62481,0.982360184,ACS Applied Materials &amp; Interfaces,1944-8244,2021
2657,LiScGeO4Cr0.01,LiScGeO4,Cr,3,0.01,,,,393,1120,,,,,,476,476,742,316,3.547774705,3530,1120,https://doi.org/10.1021/acsami.1c10490,ACS,mp-504948, icsd-62481,1.221948626,ACS Applied Materials &amp; Interfaces,1944-8244,2021
2658,LiScGeO4Cr0.01,LiScGeO4,Cr,3,0.01,,,,423,1120,,,,,,476,476,742,316,3.361727836,2300,1120,https://doi.org/10.1021/acsami.1c10490,ACS,mp-504948, icsd-62481,1.789847271,ACS Applied Materials &amp; Interfaces,1944-8244,2021
2659,LiScGeO4Cr0.01,LiScGeO4,Cr,3,0.01,,,,453,1120,,,,,,476,476,742,316,3.181843588,1520,1120,https://doi.org/10.1021/acsami.1c10490,ACS,mp-504948, icsd-62481,1.772981425,ACS Applied Materials &amp; Interfaces,1944-8244,2021
2660,LiScGeO4Cr0.01,LiScGeO4,Cr,3,0.01,,,,483,1120,,,,,,476,476,742,316,2.991226076,980,1120,https://doi.org/10.1021/acsami.1c10490,ACS,mp-504948, icsd-62481,2.028454902,ACS Applied Materials &amp; Interfaces,1944-8244,2021
2661,LiScGeO4Cr0.02,LiScGeO4,Cr,3,0.02,,,,298,1120,,,,,,476,476,742,316,3.961895474,9160,1120,https://doi.org/10.1021/acsami.1c10490,ACS,mp-504948, icsd-62481,1.026235377,ACS Applied Materials &amp; Interfaces,1944-8244,2021
2662,LiScGeO4Cr0.03,LiScGeO4,Cr,3,0.03,,,,298,1120,,,,,,476,476,742,316,3.913813852,8200,1120,https://doi.org/10.1021/acsami.1c10490,ACS,mp-504948, icsd-62481,1.035536302,ACS Applied Materials &amp; Interfaces,1944-8244,2021
2663,LiScGeO4Cr0.05,LiScGeO4,Cr,3,0.05,,,,298,1120,,,,,,476,476,742,316,3.904715545,8030,1120,https://doi.org/10.1021/acsami.1c10490,ACS,mp-504948, icsd-62481,1.031938035,ACS Applied Materials &amp; Interfaces,1944-8244,2021
2664,K2NaSc0.9F6Cr0.1,K2NaSc0.9F6,Cr,3,0.1,,,,298,765,,,74,,500,435,435,,,,,765,https://doi.org/10.1002/lpor.202000410,ACS,mp-6058, icsd-22112 icsd-65730,1.521578988,Laser and Photonics Reviews,1863-8880,2020
2665,Gd2MgTiO6Bi0.002Cr0.001,Gd2MgTiO6,Bi,3,0.002,Cr,3,0.001,298,737,,,19.1,,463,375,375,,,,,737,https://doi.org/10.1111/jace.18011,Wiley,,,1.25056151,Journal of the American Ceramic Society,0002-7820,2021
2666,Gd2MgTiO6Cr0.001,Gd2MgTiO6,Cr,3,0.001,,,,298,737,,,,,463,340,340,,,,,737,https://doi.org/10.1111/jace.18011,Wiley,,,1.265556022,Journal of the American Ceramic Society,0002-7820,2021
2667,Ca4P2O9Ce0.02,Ca4P2O9,Ce,3,0.02,,,,298,460,0.165,0.188,,,530,380,380,,,1.777426822,59.9,460,https://doi.org/10.1039/C5DT01018G,RSC,mp-5263, icsd-291496 icsd-2631 icsd-160461,1.271999502,Dalton Transactions,1477-9226,2015
2668,Ca4P2O9Ce0.02Eu0.002,Ca4P2O9,Ce,3,0.02,Eu,2,0.002,298,460,,,,,,380,,,,1.625312451,42.2,460,https://doi.org/10.1039/C5DT01018G,RSC,mp-5263, icsd-291496 icsd-2631 icsd-160461,1.029964732,Dalton Transactions,1477-9226,2015
2669,Ca4P2O9Ce0.02Eu0.004,Ca4P2O9,Ce,3,0.02,Eu,2,0.004,298,460,,,,,,380,,,,1.544068044,35,460,https://doi.org/10.1039/C5DT01018G,RSC,mp-5263, icsd-291496 icsd-2631 icsd-160461,1.029668974,Dalton Transactions,1477-9226,2015
2670,Ca4P2O9Ce0.02Eu0.006,Ca4P2O9,Ce,3,0.02,Eu,2,0.006,298,460,,,,,,380,,,,1.385606274,24.3,460,https://doi.org/10.1039/C5DT01018G,RSC,mp-5263, icsd-291496 icsd-2631 icsd-160461,1.029845066,Dalton Transactions,1477-9226,2015
2671,Ca4P2O9Ce0.02Eu0.008,Ca4P2O9,Ce,3,0.02,Eu,2,0.008,298,460,,,,,,380,,,,1.305351369,20.2,460,https://doi.org/10.1039/C5DT01018G,RSC,mp-5263, icsd-291496 icsd-2631 icsd-160461,1.030177124,Dalton Transactions,1477-9226,2015
2672,Ca4P2O9Ce0.02Eu0.01,Ca4P2O9,Ce,3,0.02,Eu,2,0.01,298,650,0.332,0.3,,,,380,,,,1.255272505,18,460,https://doi.org/10.1039/C5DT01018G,RSC,mp-5263, icsd-291496 icsd-2631 icsd-160461,1.034167711,Dalton Transactions,1477-9226,2015
2673,Ca4P2O9Ce0.02Eu0.012,Ca4P2O9,Ce,3,0.02,Eu,2,0.012,298,650,0.375,0.325,,,,380,,,,1.181843588,15.2,460,https://doi.org/10.1039/C5DT01018G,RSC,mp-5263, icsd-291496 icsd-2631 icsd-160461,1.034683163,Dalton Transactions,1477-9226,2015
2674,Ca4P2O9Ce0.02Eu0.012,Ca4P2O9,Ce,3,0.02,Eu,2,0.012,333,460,0.355,0.32,,,,380,,,,,,,https://doi.org/10.1039/C5DT01018G,RSC,mp-5263, icsd-291496 icsd-2631 icsd-160461,1.038613938,Dalton Transactions,1477-9226,2015
2675,Ca4P2O9Ce0.02Eu0.012,Ca4P2O9,Ce,3,0.02,Eu,2,0.012,373,460,0.347,0.315,,,,380,,,,,,,https://doi.org/10.1039/C5DT01018G,RSC,mp-5263, icsd-291496 icsd-2631 icsd-160461,1.041295543,Dalton Transactions,1477-9226,2015
2676,Ca4P2O9Ce0.02Eu0.012,Ca4P2O9,Ce,3,0.02,Eu,2,0.012,413,460,0.34,0.309,,,,380,,,,,,,https://doi.org/10.1039/C5DT01018G,RSC,mp-5263, icsd-291496 icsd-2631 icsd-160461,1.050060879,Dalton Transactions,1477-9226,2015
2677,Ca4P2O9Ce0.02Eu0.026,Ca4P2O9,Ce,3,0.02,Eu,2,0.026,298,650,0.519,0.366,,,,380,,,,,,460,https://doi.org/10.1039/C5DT01018G,RSC,mp-5263, icsd-291496 icsd-2631 icsd-160461,1.132831613,Dalton Transactions,1477-9226,2015
2678,Ca4P2O9Eu0.012,Ca4P2O9,Eu,2,0.012,,,,298,650,,,,,350,460,460,,,,,650,https://doi.org/10.1039/C5DT01018G,RSC,mp-5263, icsd-291496 icsd-2631 icsd-160461,1.154012338,Dalton Transactions,1477-9226,2015
2679,Ca1.97PO4ClCe0.03,Ca1.97PO4Cl,Ce,3,0.03,,,,298,367,,,,,,334,334,,,1.723947976,52.96,367,https://doi.org/10.1039/C4RA03087G,RSC,mp-554081, icsd-15316,1.094638995,RSC Advances,2046-2069,2014
2680,Ca1.965PO4ClCe0.03Eu0.005,Ca1.965PO4Cl,Ce,3,0.03,Eu,2,0.005,298,367,,,,,,334,,,,1.640382045,43.69,367,https://doi.org/10.1039/C4RA03087G,RSC,mp-554081, icsd-15316,1.020411158,RSC Advances,2046-2069,2014
2681,Ca1.96PO4ClCe0.03Eu0.01,Ca1.96PO4Cl,Ce,3,0.03,Eu,2,0.01,298,450,,,,,,334,,,,1.550350672,35.51,367,https://doi.org/10.1039/C4RA03087G,RSC,mp-554081, icsd-15316,1.011872251,RSC Advances,2046-2069,2014
2682,Ca1.95PO4ClCe0.03Eu0.02,Ca1.95PO4Cl,Ce,3,0.03,Eu,2,0.02,298,450,,,,,,334,,,,1.472463897,29.68,367,https://doi.org/10.1039/C4RA03087G,RSC,mp-554081, icsd-15316,1.011872251,RSC Advances,2046-2069,2014
2683,Ca1.94PO4ClCe0.03Eu0.03,Ca1.94PO4Cl,Ce,3,0.03,Eu,2,0.03,298,450,,,,,,334,,,,1.37821615,23.89,367,https://doi.org/10.1039/C4RA03087G,RSC,mp-554081, icsd-15316,1.011872251,RSC Advances,2046-2069,2014
2684,Ca1.93PO4ClCe0.03Eu0.04,Ca1.93PO4Cl,Ce,3,0.03,Eu,2,0.04,298,450,,,,,,334,,,,1.254789687,17.98,367,https://doi.org/10.1039/C4RA03087G,RSC,mp-554081, icsd-15316,1.011872251,RSC Advances,2046-2069,2014
2685,Ca1.92PO4ClCe0.03Eu0.05,Ca1.92PO4Cl,Ce,3,0.03,Eu,2,0.05,298,450,,,,,,334,,,,1.173477643,14.91,367,https://doi.org/10.1039/C4RA03087G,RSC,mp-554081, icsd-15316,1.011872251,RSC Advances,2046-2069,2014
2686,Ca1.9PO4ClCe0.03Eu0.07,Ca1.9PO4Cl,Ce,3,0.03,Eu,2,0.07,298,450,0.1454,0.0448,,,,334,,,,1.000867722,10.02,367,https://doi.org/10.1039/C4RA03087G,RSC,mp-554081, icsd-15316,1.011872251,RSC Advances,2046-2069,2014
2687,Ca1.87PO4ClCe0.03Eu0.1,Ca1.87PO4Cl,Ce,3,0.03,Eu,2,0.1,298,450,,,,,,334,,,,0.836956737,6.87,367,https://doi.org/10.1039/C4RA03087G,RSC,mp-554081, icsd-15316,1.011872251,RSC Advances,2046-2069,2014
2688,Sr3Al2O5Cl2Ce0.01,Sr3Al2O5Cl2,Ce,3,0.01,,,,298,444,0.16,0.14,,,,330,330,215,,1.746634199,55.8,444,https://doi.org/10.1063/1.3094753,AIP,mp-559224, icsd-68365,1.111082018,Applied Physics Letters,0003-6951,2009
2689,Sr3Al2O5Cl2Ce0.01Eu0.0025,Sr3Al2O5Cl2,Ce,3,0.01,Eu,2,0.0025,298,444,,,,,,330,330,215,,1.702430536,50.4,444,https://doi.org/10.1063/1.3094753,AIP,mp-559224, icsd-68365,1.132951606,Applied Physics Letters,0003-6951,2009
2690,Sr3Al2O5Cl2Ce0.01Eu0.003,Sr3Al2O5Cl2,Ce,3,0.01,Eu,2,0.003,298,444,0.35,0.32,,,,330,330,,,,,444,https://doi.org/10.1063/1.3094753,AIP,mp-559224, icsd-68365,1.397924856,Applied Physics Letters,0003-6951,2009
2691,Sr3Al2O5Cl2Ce0.01Eu0.005,Sr3Al2O5Cl2,Ce,3,0.01,Eu,2,0.005,298,609,,,,,,330,215,330,,1.621176282,41.8,444,https://doi.org/10.1063/1.3094753,AIP,mp-559224, icsd-68365,1.19083253,Applied Physics Letters,0003-6951,2009
2692,Sr3Al2O5Cl2Ce0.01Eu0.0075,Sr3Al2O5Cl2,Ce,3,0.01,Eu,2,0.0075,298,609,,,,,,330,215,330,,1.591064607,39,444,https://doi.org/10.1063/1.3094753,AIP,mp-559224, icsd-68365,1.190494061,Applied Physics Letters,0003-6951,2009
2693,Sr3Al2O5Cl2Ce0.01Eu0.01,Sr3Al2O5Cl2,Ce,3,0.01,Eu,2,0.01,298,609,,,,,,330,215,330,,1.584331224,38.4,444,https://doi.org/10.1063/1.3094753,AIP,mp-559224, icsd-68365,1.190181263,Applied Physics Letters,0003-6951,2009
2694,Sr3Al2O5Cl2Eu0.04,Sr3Al2O5Cl2,Eu,2,0.04,,,,298,609,0.52,0.46,,,,350,350,,,,,609,https://doi.org/10.1063/1.3094753,AIP,mp-559224, icsd-68365,1.03540715,Applied Physics Letters,0003-6951,2009
2709,La2.9NbO7Sm0.1,La2.9NbO7,Sm,3,0.1,,,,298,648,0.54,0.443,,,,250,250,,,,,648,https://doi.org/10.1111/jace.17805,Wiley,"mp-560349,mp-12287", icsd-79481 icsd-190728 icsd-10058,1.226057422,Journal of the American Ceramic Society,0002-7820,2021
2710,La2.9NbO7Sm0.1,La2.9NbO7,Sm,3,0.1,,,,298,648,0.609,0.387,,,,405,250,,,,,648,https://doi.org/10.1111/jace.17805,Wiley,"mp-560349,mp-12287", icsd-79481 icsd-190728 icsd-10058,1.187500316,Journal of the American Ceramic Society,0002-7820,2021
2711,LaMgGa10.995O19Cr0.005,LaMgGa10.995O19,Cr,3,0.005,,,,298,712,,,,,520,410,,,,6.640481437,4370000,712,https://doi.org/10.1039/D0QI00063A,RSC,,,1.156486104,Inorganic Chemistry Frontiers,2052-1553,2020
2712,LaMgGa10.99O19Cr0.01,LaMgGa10.99O19,Cr,3,0.01,,,,298,712,,,,,,410,,,,6.630427875,4270000,712,https://doi.org/10.1039/D0QI00063A,RSC,,,1.436037466,Inorganic Chemistry Frontiers,2052-1553,2020
2713,LaMgGa10.98O19Cr0.02,LaMgGa10.98O19,Cr,3,0.02,,,,298,712,,,,,,410,,,,6.598790507,3970000,712,https://doi.org/10.1039/D0QI00063A,RSC,,,1.923308911,Inorganic Chemistry Frontiers,2052-1553,2020
2714,LaMgGa10.95O19Cr0.05,LaMgGa10.95O19,Cr,3,0.05,,,,298,712,,,83.8,33.5,,410,,,,6.5289167,3380000,712,https://doi.org/10.1039/D0QI00063A,RSC,,,1.876037502,Inorganic Chemistry Frontiers,2052-1553,2020
2715,LaMgGa10.9O19Cr0.1,LaMgGa10.9O19,Cr,3,0.1,,,,298,712,,,,,,410,,,,6.480006943,3020000,712,https://doi.org/10.1039/D0QI00063A,RSC,,,1.038280655,Inorganic Chemistry Frontiers,2052-1553,2020
2716,LaMgGa10.8O19Cr0.2,LaMgGa10.8O19,Cr,3,0.2,,,,298,770,,,82.6,44.5,560,410,,,,6.161368002,1450000,770,https://doi.org/10.1039/D0QI00063A,RSC,,,0.973633392,Inorganic Chemistry Frontiers,2052-1553,2020
2717,Sc0.99BO3Cr0.01,Sc0.99BO3,Cr,3,0.01,,,,298,800,,,,,,450,460,645,,5.021189299,105000,800,https://doi.org/10.1039/C8RA01084F,RSC,mp-8697, icsd-65010 icsd-195099,0.981483308,RSC Advances,2046-2069,2018
2718,Sc0.98BO3Cr0.02,Sc0.98BO3,Cr,3,0.02,,,,298,800,,,65,,423,450,460,645,,4.973127854,94000,800,https://doi.org/10.1039/C8RA01084F,RSC,mp-8697, icsd-65010 icsd-195099,0.990641922,RSC Advances,2046-2069,2018
2719,Sc0.97BO3Cr0.03,Sc0.97BO3,Cr,3,0.03,,,,298,800,,,,,,450,460,645,,4.919078092,83000,800,https://doi.org/10.1039/C8RA01084F,RSC,mp-8697, icsd-65010 icsd-195099,1.062536254,RSC Advances,2046-2069,2018
2720,Sc0.95BO3Cr0.05,Sc0.95BO3,Cr,3,0.05,,,,298,800,,,,,,450,460,645,,4.826074803,67000,800,https://doi.org/10.1039/C8RA01084F,RSC,mp-8697, icsd-65010 icsd-195099,0.988546982,RSC Advances,2046-2069,2018
2721,Sc0.92BO3Cr0.08,Sc0.92BO3,Cr,3,0.08,,,,298,800,,,,,,450,460,645,,4.612783857,41000,800,https://doi.org/10.1039/C8RA01084F,RSC,mp-8697, icsd-65010 icsd-195099,1.032776243,RSC Advances,2046-2069,2018
2722,Ca2YSb0.999O6Mn0.001,Ca2YSb0.999O6,Mn,4,0.001,,,,298,680,,,,,,340,340,,,5.387389826,244000,680,https://doi.org/10.1039/C8DT00992A,RSC,,,1.098303403,Dalton Transactions,1477-9226,2018
2723,Ca2YSb0.997O6Mn0.003,Ca2YSb0.997O6,Mn,4,0.003,,,,298,680,,,,,,340,340,,,5.350248018,224000,680,https://doi.org/10.1039/C8DT00992A,RSC,,,1.045947705,Dalton Transactions,1477-9226,2018
2724,Ca2YSb0.997O6Mn0.003,Ca2YSb0.997O6,Mn,4,0.003,,,,298,680,,,62.6,,,365,,,,,,,https://doi.org/10.1039/C8DT00992A,RSC,,,1.024944521,Dalton Transactions,1477-9226,2018
2725,Ca2YSb0.997O6Mn0.003,Ca2YSb0.997O6,Mn,4,0.003,,,,298,680,,,19.72,,405,470,,,,,,,https://doi.org/10.1039/C8DT00992A,RSC,,,1.143129013,Dalton Transactions,1477-9226,2018
2726,Ca2YSb0.995O6Mn0.005,Ca2YSb0.995O6,Mn,4,0.005,,,,298,680,,,,,,340,340,,,5.285557309,193000,680,https://doi.org/10.1039/C8DT00992A,RSC,,,0.983394785,Dalton Transactions,1477-9226,2018
2727,Ca2YSb0.99O6Mn0.01,Ca2YSb0.99O6,Mn,4,0.01,,,,298,680,,,,,,340,340,,,5.23299611,171000,680,https://doi.org/10.1039/C8DT00992A,RSC,,,1.002227453,Dalton Transactions,1477-9226,2018
2728,Ca2YSb0.985O6Mn0.015,Ca2YSb0.985O6,Mn,4,0.015,,,,298,680,,,,,,340,340,,,5.167317335,147000,680,https://doi.org/10.1039/C8DT00992A,RSC,,,1.021130737,Dalton Transactions,1477-9226,2018
2729,Ca2YSb0.98O6Mn0.02,Ca2YSb0.98O6,Mn,4,0.02,,,,298,680,,,,,,340,340,,,4.977723605,95000,680,https://doi.org/10.1039/C8DT00992A,RSC,,,0.993489428,Dalton Transactions,1477-9226,2018
2730,Ca2YSb0.997O6Li0.003Mn0.003,Ca2YSb0.997O6Li0.003,Mn,4,0.003,,,,298,680,,,,,,340,340,,,5.459392488,288000,680,https://doi.org/10.1039/C8DT00992A,RSC,,,1.011773942,Dalton Transactions,1477-9226,2018
2731,Ca2YSb0.997O6Mg0.003Mn0.003,Ca2YSb0.997O6Mg0.003,Mn,4,0.003,,,,298,680,,,,,,340,340,,,5.444044796,278000,680,https://doi.org/10.1039/C8DT00992A,RSC,,,0.984033247,Dalton Transactions,1477-9226,2018
2732,Ca2YSb0.997O6Na0.003Mn0.003,Ca2YSb0.997O6Na0.003,Mn,4,0.003,,,,298,680,,,,,,340,340,,,5.424881637,266000,680,https://doi.org/10.1039/C8DT00992A,RSC,,,1.038383998,Dalton Transactions,1477-9226,2018
2733,Ca2YSb0.997O6K0.003Mn0.003,Ca2YSb0.997O6K0.003,Mn,4,0.003,,,,298,680,,,,,,340,340,,,5.411619706,258000,680,https://doi.org/10.1039/C8DT00992A,RSC,,,1.050946153,Dalton Transactions,1477-9226,2018
2734,KCaYP2O8Eu0.01,KCaYP2O8,Eu,2,0.01,,,,298,469,0.1853,0.2627,35.8,21.4,,380,380,,,2.662757832,460,469,https://doi.org/10.1021/ic3007102,ACS,,,0.969251858,Inorganic Chemistry,0020-1669,2012
2735,KCaYP2O8Eu0.01Mn0.01,KCaYP2O8,Eu,2,0.01,Mn,2,0.01,298,469,0.2107,0.2796,,,,380,380,,,,,469,https://doi.org/10.1021/ic3007102,ACS,,,1.066239403,Inorganic Chemistry,0020-1669,2012
2736,KCaYP2O8Eu0.01Mn0.02,KCaYP2O8,Eu,2,0.01,Mn,2,0.02,298,469,0.2399,0.3032,,,,380,380,,,2.653212514,450,469,https://doi.org/10.1021/ic3007102,ACS,,,0.990574172,Inorganic Chemistry,0020-1669,2012
2737,KCaYP2O8Eu0.01Mn0.04,KCaYP2O8,Eu,2,0.01,Mn,2,0.04,298,469,0.3001,0.3102,,,,380,380,,,2.633468456,430,469,https://doi.org/10.1021/ic3007102,ACS,,,0.987248558,Inorganic Chemistry,0020-1669,2012
2738,KCaYP2O8Eu0.01Mn0.05,KCaYP2O8,Eu,2,0.01,Mn,2,0.05,298,469,0.335,0.3203,,,603,380,380,,,2.591064607,390,469,https://doi.org/10.1021/ic3007102,ACS,,,0.995494064,Inorganic Chemistry,0020-1669,2012
2739,KCaYP2O8Eu0.01Mn0.07,KCaYP2O8,Eu,2,0.01,Mn,2,0.07,298,655,0.381,0.2951,,,,380,380,,,2.322219295,210,469,https://doi.org/10.1021/ic3007102,ACS,,,1.085320017,Inorganic Chemistry,0020-1669,2012
2740,KCaYP2O8Eu0.01Mn0.1,KCaYP2O8,Eu,2,0.01,Mn,2,0.1,298,655,0.3919,0.2867,,,,380,380,,,2.255272505,180,469,https://doi.org/10.1021/ic3007102,ACS,,,1.069664009,Inorganic Chemistry,0020-1669,2012
2741,Y1.98SiO5Ce0.01,Y1.98SiO5,Ce,3,0.01,,,,298,423,0.177,0.122,,,,355,355,,,1.369401414,23.41,423,https://doi.org/10.1021/jp412702g,ACS,"mp-3520,mp-554420", icsd-291362 icsd-28021 icsd-27003 icsd-291358 icsd-51591 icsd-153076,1.283748689,Journal of Physical Chemistry C,1932-7447,2014
2742,Y1.96SiO5Ce0.01Tb0.01,Y1.96SiO5,Ce,3,0.01,Tb,3,0.01,298,545,0.223,0.252,,,,355,355,,,1.323664536,21.07,423,https://doi.org/10.1021/jp412702g,ACS,"mp-3520,mp-554420", icsd-291362 icsd-28021 icsd-27003 icsd-291358 icsd-51591 icsd-153076,1.10942048,Journal of Physical Chemistry C,1932-7447,2014
